X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,Y
4230,30000,2,2,1,49,0,0,0,2,0,0,2273,2127,2552,1992,1583,1320,2000,1300,0,0,150,0,1
4231,290000,1,3,1,41,-2,-2,-2,-2,-2,-2,-4,-4,798,-2,494,-6,0,802,0,496,0,1292,0
4232,180000,2,2,1,49,-2,-1,-1,-2,-2,-1,106,3166,106,59,-47,347,3166,106,59,47,570,106,0
4233,150000,1,1,1,57,-2,-2,-2,-1,-1,0,153664,137074,86466,2120,143701,146318,22000,2509,2120,143701,6000,5200,0
4234,60000,2,2,1,30,-1,0,0,0,0,0,54379,55029,54422,19843,19095,19495,2269,1385,1000,693,717,661,0
4235,260000,2,1,2,33,-2,-2,-2,-1,0,0,6475,2500,500,210,210,-90,2500,500,210,0,0,0,0
4236,150000,1,2,1,32,0,0,0,0,0,0,143706,140120,138520,139329,142149,111435,6010,5007,5016,10101,5006,4015,1
4237,230000,1,3,1,55,0,0,0,0,0,0,214423,214585,170063,176893,183699,188700,10000,10000,10000,10000,10000,9000,0
4238,250000,2,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
4239,70000,2,2,1,29,0,0,0,0,0,0,1929,2948,3960,4038,4123,4264,1054,1066,144,150,210,500,0
4240,360000,1,3,1,44,-1,-1,-1,-1,-1,-1,1982,-18,3746,-4,906,850,0,3764,0,910,854,1131,1
4241,200000,1,1,1,34,-1,-1,-1,-1,-1,-2,5879,5884,5171,4598,-95,-2175,5884,5171,4598,0,0,0,0
4242,30000,2,1,2,30,0,0,0,0,0,0,27851,29490,29200,29400,50000,0,2100,1500,600,600,0,0,0
4243,20000,1,2,1,30,-1,-1,-1,-1,-1,-1,1473,1473,390,390,390,0,1473,390,390,390,0,780,0
4244,80000,1,3,2,66,0,0,0,0,0,0,58592,52465,16937,15159,12195,0,2912,3000,3000,3000,0,0,0
4245,260000,2,1,2,32,-2,-2,-2,-2,-2,-2,-34,6846,1479,173,6326,369,6880,1486,174,6357,370,2500,0
4246,210000,2,2,1,35,0,0,0,0,0,0,64740,66692,68579,70036,71706,73162,3000,3000,2600,2800,2800,2900,0
4247,50000,1,3,1,35,0,0,2,0,0,2,35214,37305,34789,8671,9550,8741,3900,2,500,1000,0,500,0
4248,140000,1,1,2,26,0,0,0,0,0,-2,66526,65667,67571,26968,-4082,-4082,3990,4000,2000,0,0,0,0
4249,90000,1,3,1,42,2,2,2,3,3,3,48674,49895,52570,53614,54534,53374,2300,4116,2500,2052,0,0,0
4250,20000,1,2,1,31,0,0,0,0,0,0,35651,20160,20080,19680,19680,0,4960,1400,0,0,0,0,0
4251,360000,1,1,1,44,-1,-1,-1,-1,-1,-1,165,165,165,165,165,165,165,165,165,165,165,165,0
4252,580000,2,2,1,57,-1,-1,-1,-1,-1,-1,20498,2290,4968,4481,5574,14240,2290,4968,4485,5583,14242,9986,0
4253,180000,1,2,2,39,0,0,2,0,0,0,29478,32342,31523,32989,33679,34350,3353,0,2000,1222,1231,2704,0
4254,60000,1,2,1,51,0,0,0,0,0,0,60557,58563,27436,29752,30351,28871,3040,3000,3000,4000,2000,3000,0
4255,60000,2,2,1,25,0,0,0,0,0,0,39831,33147,32239,30110,30465,30510,4500,4500,2000,1301,1128,1023,0
4256,50000,1,2,2,30,0,0,0,0,0,0,50995,50882,32777,32081,29598,29648,2500,1500,1226,1059,2000,1138,0
4257,100000,2,2,1,39,-1,-1,-1,-1,0,0,200,200,200,2795,94722,96638,200,200,2795,92485,2519,2961,0
4258,380000,1,1,1,46,0,0,0,0,0,-1,141102,84229,28749,14258,7594,190628,5034,2071,29,72,190710,30052,0
4259,310000,2,1,1,37,-1,-1,-1,-1,0,-1,325,4373,26863,7443,4221,8172,4373,26863,7443,0,8172,31362,0
4260,50000,1,2,2,37,1,2,0,0,0,0,28731,27985,29000,29731,30400,33427,0,1482,1213,1300,3703,0,1
4261,20000,1,2,2,33,0,0,0,0,0,0,16128,17441,18589,18607,19892,24338,2000,2000,2001,2001,100,4737,0
4262,30000,2,2,2,50,0,0,2,0,0,0,27284,29001,28201,28763,29383,28987,4664,0,994,1047,1412,756,0
4263,50000,2,2,2,32,1,2,0,0,0,3,32814,32004,33017,33868,38151,37253,0,1550,1400,5000,0,0,1
4264,30000,2,3,3,52,1,2,2,2,-1,-1,10033,6486,7064,2890,2500,3280,0,3192,0,2500,3280,0,1
4265,490000,1,1,1,42,0,0,0,0,0,0,497657,498379,498646,436116,438700,436436,18260,18529,15000,15500,15620,15420,0
4266,500000,2,1,2,34,-1,0,0,0,0,0,218570,218978,218778,236377,225650,15233,18978,18778,36377,10650,15233,0,0
4267,80000,1,3,2,27,0,-1,-1,-2,-2,-2,13165,2100,0,0,0,0,2100,0,0,0,0,0,0
4268,200000,1,2,1,33,0,0,-2,-2,-2,-2,205150,0,0,0,0,0,0,0,0,0,0,0,0
4269,360000,1,1,2,29,0,0,0,0,0,0,205119,209680,213527,174907,126309,97746,8270,8423,6753,5139,5000,4000,0
4270,30000,1,2,1,39,0,0,0,0,0,0,29493,30346,28777,27962,26306,28994,2006,1500,3000,3000,9000,2000,1
4271,170000,2,1,1,36,0,0,0,0,0,0,46113,48241,50255,51410,52429,53554,3182,3000,1990,2000,2000,3000,0
4272,10000,1,2,2,21,0,0,0,0,-1,-1,6703,8422,9205,9393,4176,0,2000,1000,188,2538,0,0,0
4273,230000,2,2,1,52,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
4274,200000,1,1,1,49,-1,-1,-1,-1,0,-1,416,416,0,832,416,416,416,0,1248,0,416,416,1
4275,160000,2,1,2,35,0,0,0,0,0,0,61089,53073,46508,42835,46169,40482,1965,1972,1509,4000,3000,4000,0
4276,270000,1,2,1,34,2,0,0,0,0,0,275572,277585,232661,150298,134808,129645,10332,10000,18021,8026,6011,5000,1
4277,80000,1,2,2,28,0,0,0,0,0,0,57798,50910,49940,49460,50687,50288,2050,1780,1800,2000,2000,2000,0
4278,360000,2,1,2,29,-1,-1,-1,-2,-2,-2,1146,2500,0,0,0,0,2500,0,0,0,0,0,1
4279,140000,2,2,2,27,0,0,0,0,0,0,111820,104189,100638,93092,94663,96257,3817,4500,3500,3600,3700,3500,0
4280,80000,2,3,2,43,0,0,0,0,0,0,76594,78254,78401,49496,50562,45682,3100,3100,1669,1759,1700,3001,0
4281,200000,2,1,2,25,0,0,0,0,0,-1,1698,2751,3665,4665,6665,150,1086,1000,1000,2000,150,776,0
4282,80000,2,1,2,25,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,0
4283,390000,1,1,1,35,0,0,0,0,0,0,28804,43996,47532,49414,51380,50661,20000,5006,5006,5008,3004,3006,0
4284,80000,2,2,2,31,-1,-1,0,0,0,0,1019,8479,9947,10671,11923,12050,8479,2000,2000,2000,2000,1000,1
4285,80000,2,3,1,44,0,0,0,0,0,0,40821,42443,42573,43386,13513,13781,2281,1411,1224,491,493,662,1
4286,20000,1,2,1,31,1,2,0,0,0,0,21635,19749,19469,19856,19147,20369,0,1303,690,851,1700,0,1
4287,30000,2,3,2,22,0,0,0,0,0,0,28579,26683,25591,16337,19690,19986,2006,2041,2001,4004,2006,2000,0
4288,60000,1,5,2,23,-1,-1,-1,-1,-1,-1,5363,262,-144,450,202,196,1000,0,1000,0,400,300,0
4289,100000,2,2,2,25,0,0,0,0,0,0,59219,60464,61956,63228,64561,66025,2197,2500,2300,2350,2540,4920,0
4290,100000,1,2,1,52,0,0,0,0,0,0,81382,72937,65480,66777,68176,69547,4611,4000,2387,2472,2502,2544,0
4291,40000,2,3,1,48,0,0,0,0,0,0,69282,36108,37112,37695,38580,0,3500,1750,1300,1409,0,0,0
4292,120000,2,1,2,30,-1,-1,-1,-1,-1,-1,316,316,316,316,316,7516,316,316,316,316,7516,316,0
4293,20000,2,3,1,56,0,0,0,0,0,0,12685,13634,12115,12356,12623,13905,1188,1201,442,466,1500,421,0
4294,310000,2,2,2,26,0,0,0,0,0,0,87717,93707,83632,81133,75499,73540,9156,2782,4013,2688,2651,2652,0
4295,50000,1,2,2,23,1,2,0,0,0,0,19203,17242,18245,18454,18685,19271,0,1299,807,678,897,800,1
4296,500000,1,2,1,49,1,2,0,0,0,-2,9502,9206,11000,13000,0,0,0,2000,2000,0,0,0,0
4297,290000,1,3,1,40,0,0,0,0,0,2,151996,155371,157605,133904,128276,130419,7800,7549,10000,15000,5000,0,0
4298,30000,1,2,2,34,0,0,0,0,0,0,19101,17444,12676,9171,5928,7746,1653,1110,0,109,7849,0,0
4299,100000,2,1,2,23,-1,-1,-1,0,0,0,850,0,8472,8472,1768,0,0,8472,0,0,0,9038,0
4300,360000,2,1,2,31,-1,-1,-1,-1,-1,-2,8288,21865,44440,3904,0,0,21888,44640,3904,0,0,0,0
4301,20000,1,3,1,51,-1,-1,-2,-2,-2,-2,2300,0,0,0,0,0,0,0,0,0,0,0,1
4302,150000,2,2,1,37,1,2,2,0,0,0,108784,110405,106317,30906,31457,32134,4800,0,1240,1200,1200,1300,1
4303,360000,2,1,1,31,-1,-1,2,-1,-1,-1,3680,9995,3225,4230,6113,8745,13517,0,4230,6113,8745,6324,0
4304,490000,2,2,1,30,0,0,0,0,0,-1,26088,24092,24488,16995,-1527,62491,2003,2041,1092,4,64895,3003,0
4305,40000,2,2,1,44,-1,-1,-1,-1,-1,-1,11770,4719,922,4665,4059,5588,4740,922,4665,4059,5588,7000,0
4306,100000,2,3,1,36,-1,-1,-1,-1,-1,-1,1490,0,210,0,90,90,0,210,0,90,0,0,0
4307,20000,2,2,2,24,0,0,0,0,0,0,14367,16130,18136,18258,19478,19866,2001,2600,701,1500,705,1000,0
4308,500000,2,2,1,32,0,0,0,0,0,0,37664,9689,9487,12641,14778,10665,3000,1000,6000,4000,3000,23000,0
4309,50000,1,2,2,28,-2,-2,-2,-2,-2,-2,49703,50237,26924,27458,28036,28772,1761,1448,982,1020,1200,1155,0
4310,260000,1,1,2,34,-1,-1,-1,-1,-1,-1,324,826,326,326,326,476,828,326,326,326,476,326,0
4311,140000,2,2,1,49,-1,-1,-2,-2,-2,-1,2457,0,0,0,0,579,0,0,0,0,579,1968,0
4312,260000,1,1,2,49,-1,-1,-1,-1,-1,-1,316,316,4866,316,316,4843,316,4866,316,316,4843,316,0
4313,200000,2,1,2,32,-1,-1,-1,-1,0,0,3450,12113,16152,19443,19189,13947,12174,16239,19446,529,400,277,0
4314,50000,2,2,2,28,0,0,-1,0,0,-1,47132,22104,983,23594,7428,29039,1651,984,23001,5001,30001,8599,0
4315,200000,2,1,2,32,1,-1,-1,-1,-2,-2,0,2300,15093,0,0,0,2300,15093,0,0,0,0,0
4316,20000,2,2,2,26,0,0,0,0,0,0,6690,8628,8515,6584,3403,3748,2600,1500,1500,1000,402,0,0
4317,10000,1,3,2,24,0,0,0,0,0,0,4050,5426,6743,8544,9858,1303,2000,2000,2000,2000,1000,0,0
4318,30000,1,2,2,34,0,0,0,0,0,-1,28014,29248,29254,19837,14793,404,1694,1200,8697,2000,1000,2759,0
4319,170000,2,3,1,40,0,0,0,0,0,0,73784,73815,53032,29086,93786,92728,3663,3426,1317,93276,3197,3185,0
4320,50000,2,3,1,45,0,0,0,-2,-1,-1,4410,4055,0,0,6553,19653,4050,0,0,6553,13100,0,0
4321,420000,2,1,2,34,-1,-1,-1,-1,-1,-1,13207,6184,6692,1039,1039,1503,6222,9723,1045,1042,1509,9215,1
4322,70000,2,2,1,30,0,0,0,0,0,0,8432,9596,10637,11965,12178,13962,1300,1200,1507,1000,2000,1000,0
4323,300000,2,2,1,31,-1,-1,-1,0,0,0,316,316,17597,15257,9482,10716,316,17597,2000,2690,2000,316,0
4324,500000,1,2,2,31,2,2,2,0,0,0,533142,504834,413844,305875,46420,14540,3089,14000,14000,1500,14000,2000,0
4325,20000,2,2,2,49,0,0,0,3,2,2,15945,16971,19796,19188,18740,20219,1288,3113,0,0,1800,663,0
4326,280000,2,1,2,30,0,0,0,0,0,0,161001,136271,131048,119654,115808,115116,5000,6000,4000,4000,5000,5270,0
4327,150000,1,1,1,41,-1,-1,-1,-1,0,0,390,390,390,15080,780,0,390,390,15080,0,0,0,0
4328,180000,1,2,1,35,-1,-1,-1,-1,-1,-1,1099,1099,1099,1099,0,1099,1099,1099,1099,0,1099,0,0
4329,50000,1,1,2,25,0,0,0,-2,-2,-2,50401,46275,0,0,0,0,5000,0,0,0,0,0,0
4330,150000,2,2,2,24,1,-2,-1,-1,-1,-1,0,0,3230,1085,10000,0,0,3230,1085,10000,0,0,0
4331,30000,1,2,2,26,1,4,3,2,2,4,24386,23744,23090,22436,26886,30858,0,0,0,5000,5000,0,0
4332,250000,1,1,1,37,-2,-2,-2,-2,-1,-1,-207,-207,-207,-207,11361,700,0,0,0,11568,700,0,0
4333,300000,2,3,1,39,0,0,2,2,2,2,37672,40743,41226,40263,42788,41947,4000,1446,0,3179,0,3462,0
4334,80000,1,2,1,30,0,0,0,0,0,-1,110692,105273,103223,97871,38640,14734,3500,4000,2600,3000,19707,50000,0
4335,50000,2,3,1,58,0,0,0,0,0,0,50019,18458,19318,15949,14986,19401,1400,1229,687,2000,5000,1000,0
4336,120000,1,3,1,36,-1,-1,-1,-1,-1,0,326,326,326,326,652,326,326,326,326,652,0,290,0
4337,330000,2,2,1,39,8,7,6,5,4,3,377779,372355,365250,358145,352121,346216,0,0,0,0,0,0,1
4338,140000,2,2,3,30,0,0,0,0,0,0,107060,104629,98453,96149,96500,96550,4598,4333,3381,3637,3645,3440,0
4339,150000,2,2,1,50,3,2,0,0,-2,-1,3227,3029,3964,0,0,2322,0,1000,0,0,2322,0,0
4340,330000,1,1,1,57,-1,-1,-1,-1,-2,-1,3166,-206,3429,0,0,749,552,5726,0,0,749,799,0
4341,380000,2,1,1,34,2,2,2,2,2,2,322199,331518,337703,343612,351089,358401,16001,13150,13000,13150,13300,13000,0
4342,50000,1,2,1,32,0,0,0,0,0,0,46253,46117,46919,17459,17825,18193,1998,3000,625,647,664,649,0
4343,120000,2,1,2,26,0,0,0,0,0,0,104546,105326,111987,112652,114337,115105,4000,10000,4000,5000,4200,4500,0
4344,150000,2,2,1,37,0,0,0,0,0,0,135211,142398,121570,130780,130780,0,10109,10000,10000,10000,20000,16100,0
4345,130000,2,2,1,38,0,0,0,0,0,0,127626,128136,88423,90235,92154,85510,5400,3100,3100,3200,3000,3100,0
4346,160000,2,2,2,27,0,0,0,0,0,-2,78592,80240,39835,41150,0,0,3700,1700,2000,0,0,0,0
4347,30000,2,3,1,44,-1,-1,2,0,0,0,1072,5122,4440,4050,3660,3660,4440,0,0,0,0,0,0
4348,370000,1,2,1,33,1,-2,-2,-1,2,2,0,0,0,361,211,3659,0,0,422,0,3448,0,0
4349,180000,2,1,1,51,-1,-1,-1,-1,-1,-1,513,396,396,396,396,396,396,396,396,396,396,792,0
4350,50000,1,2,1,54,2,2,0,0,0,0,48580,47112,30246,26953,27249,27521,0,1500,1000,986,986,996,0
4351,170000,2,1,2,34,-1,-1,-1,-1,-1,-1,326,326,326,326,476,476,326,326,326,476,476,326,1
4352,60000,2,2,1,25,0,0,2,0,0,0,34733,37460,36558,37945,38782,39582,3600,0,2000,1600,1600,1340,1
4353,20000,1,2,2,34,-1,-1,-1,-1,0,0,13936,8643,1973,17711,13747,13901,8735,1973,17711,2000,5000,5000,0
4354,20000,1,2,2,23,1,2,2,2,2,0,16332,18111,18325,18391,14235,18955,2500,1000,600,0,5000,1300,1
4355,50000,2,1,2,25,0,0,0,0,2,2,35427,36307,36989,38559,39958,38313,2000,2000,3000,3000,0,3090,0
4356,150000,2,3,2,52,0,0,-1,-1,-1,-1,5678,3608,694,-6,2266,1601,1010,696,0,2272,1605,3027,0
4357,170000,2,2,1,34,0,0,0,0,0,0,166851,107434,99487,49017,48812,0,5000,5000,3000,3000,0,1219,0
4358,30000,2,2,1,43,0,0,0,0,2,2,27862,29106,29784,29884,27833,29459,2000,1500,2000,0,3000,0,0
4359,50000,2,1,2,25,1,-2,-2,-2,-2,-1,0,0,0,0,0,550,0,0,0,0,550,0,1
4360,100000,1,2,2,25,-1,-1,-1,-1,-1,-1,416,416,0,416,416,1850,416,0,832,416,1850,0,0
4361,500000,1,1,1,53,-1,-1,-1,-1,-1,-1,107782,10961,11525,3228,9146,2430,11016,11602,3244,9191,2442,7992,0
4362,180000,1,1,2,35,-1,-1,-1,-1,-1,-1,326,326,10726,24104,326,326,326,10726,24104,326,326,326,0
4363,280000,1,1,2,33,-2,-2,-2,-2,-2,-2,640,-160,32060,3901,1276,-2,0,32220,3920,1282,2,3446,0
4364,50000,2,2,2,27,-1,-1,-2,-2,-2,-1,1500,0,0,0,1075,4249,0,0,0,1075,4307,0,0
4365,360000,2,2,1,49,0,0,0,0,0,0,338321,329178,320709,310208,289883,279709,12323,22023,12023,10023,10823,7523,0
4366,170000,1,1,1,44,-1,-1,-1,-1,-1,-1,6569,29039,1716,2442,14605,2895,29069,1721,2442,14605,2895,9608,0
4367,90000,1,2,1,36,4,3,2,0,0,0,62737,61413,59823,29526,25903,26563,0,0,1300,1000,1000,1500,1
4368,50000,2,2,1,25,0,0,0,0,0,0,49772,50261,50630,30192,30297,28541,2082,1726,1013,1061,1135,886,0
4369,20000,1,1,1,24,-1,-1,-1,-1,-1,-1,625,702,316,316,316,316,709,316,316,316,316,316,1
4370,220000,2,2,1,34,0,0,0,0,0,0,109815,91363,93091,91706,91748,93261,3634,3566,3394,3659,3700,3183,0
4371,200000,2,4,2,25,-1,-1,-2,-1,-1,-2,2017,0,381,1060,429,0,0,381,1060,429,0,398,0
4372,70000,2,1,2,29,0,0,0,0,0,0,66648,66638,57404,33045,30137,21832,3000,5137,968,2500,6000,5000,0
4373,400000,2,1,1,28,0,0,-2,-2,-1,-1,181178,86663,62200,38000,150,193,4000,2000,1000,150,193,3690,1
4374,90000,2,1,1,36,-1,-1,-2,-2,-2,-1,9999,0,0,0,0,1980,0,0,0,0,1980,0,0
4375,50000,2,3,2,54,4,4,3,2,2,0,51300,50222,49097,50036,49145,47639,0,0,2000,0,1900,2000,1
4376,60000,1,3,1,31,1,2,0,0,0,0,69311,60059,54851,38863,39135,39049,0,2293,1367,1407,1410,1400,1
4377,50000,2,3,1,47,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
4378,100000,1,1,1,52,1,2,2,2,0,0,21509,20877,24122,23440,28843,31353,0,3600,0,6000,3000,0,1
4379,180000,2,2,1,34,2,2,2,2,2,2,95008,97088,98093,99578,101828,103986,4500,3500,4000,4000,4000,4000,1
4380,210000,2,1,1,42,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,35910,0
4381,430000,2,1,1,35,-1,-1,-1,-1,-1,0,3642,492,0,925,12151,39673,492,0,925,12151,29000,30000,0
4382,20000,2,2,1,41,-1,-1,-1,-1,-1,-1,2468,1077,1140,0,7014,7696,1087,1140,0,7014,800,0,0
4383,40000,2,2,1,51,0,0,0,0,0,0,144397,147924,26974,22710,37977,39347,3988,2014,799,32001,2000,1000,1
4384,180000,2,1,2,27,-2,-2,-1,-1,-1,0,12275,6491,37424,0,5758,18091,6491,37433,0,5758,18000,1000,0
4385,140000,2,1,2,28,-1,0,0,0,0,2,13159,39243,41831,45893,10186,4887,30000,7000,8000,5000,0,9579,0
4386,30000,2,3,2,45,0,0,0,0,-1,-1,28611,23312,19590,18447,15525,0,1352,1290,4150,15525,0,0,0
4387,210000,1,1,1,36,0,0,-1,-1,-1,-1,102245,103640,792,396,0,546,5000,792,396,0,546,396,0
4388,90000,1,2,1,35,8,7,6,5,4,3,112662,111077,108539,106001,103816,101878,0,0,0,0,0,0,1
4389,160000,2,1,1,29,0,0,-1,-1,0,0,50989,25227,26666,839,26516,-150,1695,28800,839,26500,0,0,0
4390,130000,2,2,2,27,1,-1,-1,0,0,0,-191,191,2898,4728,5149,5561,382,2898,1900,500,500,1000,0
4391,10000,2,2,2,21,0,0,0,-1,-1,-2,8660,9756,8560,780,0,0,1800,1300,800,0,1900,0,1
4392,170000,1,2,1,39,0,0,0,0,0,0,143339,125864,112300,110371,113685,98489,20000,6000,5000,5000,3000,2000,0
4393,20000,1,2,2,29,0,0,0,0,0,0,15760,17092,17781,17289,17710,18217,1593,1282,700,700,800,500,0
4394,50000,2,1,2,29,0,0,0,0,0,0,38242,28797,16068,16387,16882,17350,1799,2000,582,754,893,943,0
4395,360000,1,1,1,59,-2,-2,-2,-1,0,-1,17154,4536,4500,71028,5019,28028,5095,5048,72133,25,28168,18758,0
4396,50000,2,1,2,23,-1,-1,-1,0,0,-1,1413,-60,550,390,0,780,0,1000,230,0,780,0,0
4397,80000,2,1,2,25,-1,-1,2,-1,0,-1,390,5640,390,780,390,390,5250,0,780,0,390,390,0
4398,160000,1,1,2,32,-1,-1,-1,-1,-1,-1,5315,8145,2480,1920,2192,8187,8300,2480,1920,2192,8187,552,0
4399,380000,1,1,1,37,0,0,0,0,0,0,173252,113001,74275,47723,67463,36751,10069,12712,10000,20000,16751,29000,0
4400,220000,2,1,2,32,0,0,0,0,0,0,33710,33702,31682,33407,35128,37826,8959,1300,2000,2000,3000,20000,0
4401,50000,1,3,2,54,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
4402,140000,2,2,2,50,0,0,0,0,0,2,95310,97902,100214,102496,108405,106649,4000,3800,3800,7600,0,4000,0
4403,270000,1,1,2,48,2,0,0,0,0,0,56376,56911,56758,26872,23660,12053,2680,1420,15,42,2476,0,0
4404,50000,1,2,2,26,0,0,0,0,0,0,51212,50165,19814,20210,20125,19010,2000,1296,692,709,698,1000,0
4405,100000,2,2,2,25,1,2,3,4,4,3,53111,55650,59730,61693,59186,57949,4000,5600,3500,0,0,0,1
4406,360000,1,2,2,28,-1,-1,-1,-1,-1,-1,9780,6672,11201,9718,8781,11846,6712,11244,9747,8806,11872,19035,0
4407,20000,1,2,2,39,0,0,0,0,0,0,19592,19401,19979,20107,19472,19719,1334,1302,694,707,835,772,0
4408,50000,1,2,2,27,0,0,0,0,0,0,50902,50716,49179,19747,19726,20140,2128,2300,1004,730,700,800,0
4409,360000,2,2,2,46,1,2,0,0,0,0,361863,343268,285707,271529,276759,279953,0,11426,9781,10370,13899,9952,0
4410,20000,2,2,1,50,1,-1,-1,-1,-1,0,-5,4995,2197,3047,4262,7163,5000,2200,6050,5000,3000,2000,0
4411,100000,1,3,2,42,0,0,0,0,0,0,70542,72400,74192,75660,77444,79154,3000,3000,2703,2998,3000,6100,0
4412,80000,1,1,2,27,0,0,0,0,-1,0,76817,74554,43727,16307,1755,470,3000,1400,326,1755,0,39080,0
4413,140000,1,3,1,39,0,0,0,0,0,0,136918,128636,127237,94159,95794,89345,5000,5900,4000,3000,5000,3000,0
4414,390000,2,1,1,28,0,0,0,0,0,0,64440,67503,68566,65411,66597,57361,5000,5007,5000,5000,5000,2000,0
4415,350000,1,1,1,39,-1,-1,2,0,-1,0,325,2770,2247,1930,80392,78638,2770,0,8,80408,3142,2720,0
4416,170000,1,2,1,48,-1,-1,-1,0,0,-2,390,390,780,780,0,0,390,780,0,0,0,0,0
4417,270000,2,3,1,37,1,-1,0,0,0,0,265044,60052,68660,77184,85591,101945,73000,10000,10000,10000,20000,25000,0
4418,460000,2,3,1,42,0,0,0,-2,-1,-1,43792,35047,35415,0,1619,3795,1600,1000,0,1619,3795,954,0
4419,200000,2,3,2,37,-2,-2,-2,-2,-2,-2,3938,8556,4846,807,2183,210,8576,4850,1047,2183,210,0,0
4420,450000,2,1,2,28,-1,-1,-1,-1,-1,-1,108,-58,14276,1346,1448,4005,0,14500,1346,1448,4005,166,0
4421,240000,1,1,1,47,-1,-1,-2,-2,-2,-2,207,99,0,0,0,0,99,0,0,0,0,0,0
4422,260000,2,1,2,29,-2,-2,-2,-2,-1,-1,1476,1476,1476,1476,20976,1476,1476,1476,1476,20976,1476,1476,0
4423,110000,2,2,1,34,0,0,0,0,0,0,24147,25750,27012,27762,32126,37779,2000,2000,1500,5000,6400,0,0
4424,50000,1,2,1,51,0,0,0,0,0,0,38434,39492,39394,33490,27316,0,1681,1583,1347,1183,0,0,0
4425,250000,2,3,3,49,1,2,2,0,0,0,260260,262132,240448,186817,185488,184091,13000,0,6672,7000,7000,9000,0
4426,380000,1,1,1,41,-1,-1,-1,-2,-2,-2,3907,13253,-4,-4,-4,-4,13345,0,0,0,0,0,1
4427,110000,2,2,1,28,0,0,0,0,0,0,41799,43152,44625,45579,46843,48062,2027,2500,2000,2000,2000,1600,0
4428,200000,2,1,1,44,0,-1,-1,-2,-2,-1,26814,367,0,0,561,3854,368,0,0,561,3878,3,0
4429,500000,2,1,2,41,-1,-1,2,0,0,-1,10386,34000,28854,92952,50089,2165,28854,0,70000,32000,2165,41242,0
4430,260000,2,2,1,35,0,0,0,0,2,0,70098,70972,77604,82681,81244,83268,2598,7835,6386,0,3795,4000,0
4431,270000,2,2,1,38,0,0,0,0,0,0,60654,59464,54715,51796,53256,59733,3000,3019,5000,5000,10000,10000,0
4432,150000,1,2,2,29,0,0,0,0,0,0,15453,18925,23590,27810,38000,0,4000,5003,5000,10190,0,0,0
4433,30000,2,3,3,42,3,3,2,2,2,2,27669,26955,27425,28179,28545,27942,0,1200,1500,1100,0,1000,0
4434,290000,2,1,2,46,0,-1,-1,-1,-1,0,289002,1332,21429,2228,156721,157203,1343,21542,2239,156733,7219,17512,0
4435,200000,1,2,2,30,-1,-1,-1,-1,-1,-1,326,326,326,326,326,802,326,326,326,326,802,0,0
4436,210000,2,1,2,35,-2,-2,-2,-2,-2,-2,552,-18,-18,-18,-18,-18,0,0,0,0,0,0,0
4437,100000,2,2,1,49,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
4438,50000,2,2,1,45,0,0,0,0,0,0,45390,46210,46549,20084,20264,19064,2321,1660,3000,1004,1003,627,0
4439,210000,2,3,2,56,0,-1,-1,-1,-1,0,27316,15316,15316,15623,11090,15316,15316,15316,15623,11090,10000,76826,0
4440,240000,1,2,1,44,-2,-2,-2,-1,0,0,-9095,-30000,-10608,2657,4245,3392,10000,13000,13265,3392,1000,0,0
4441,140000,2,2,2,25,0,0,0,0,2,0,33740,34154,21945,23581,23066,23531,1363,1952,2000,0,1000,1018,0
4442,50000,1,2,1,49,0,0,0,0,0,0,35623,12601,10527,10679,10734,11550,1168,1500,1000,1000,1000,1000,0
4443,360000,2,1,1,27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,3220,1
4444,180000,1,2,1,47,0,0,0,0,0,0,84973,89989,94895,98738,127382,155470,6000,6000,5000,30000,30000,20000,0
4445,100000,1,2,2,36,8,7,6,5,4,3,110072,108478,105931,104554,102360,100413,0,0,1170,0,0,0,0
4446,90000,2,2,1,29,0,0,0,0,0,0,5618,6645,7635,8020,8403,9504,1125,1115,500,500,1252,154,0
4447,90000,2,1,1,37,-2,-2,-2,-2,-2,-1,1243,0,2366,-1438,-1438,66129,0,2366,1068,0,67567,2500,0
4448,90000,1,2,1,52,2,2,2,2,2,2,90603,92152,86671,91280,85868,91047,3900,0,6800,0,6500,0,0
4449,30000,1,3,2,25,-2,-2,-2,-2,-2,-2,780,0,390,749,390,0,0,390,749,390,0,805,1
4450,300000,1,2,2,29,0,0,0,0,0,0,49833,49831,51818,50244,49484,53472,5000,5000,5000,5000,5000,5000,0
4451,20000,1,3,1,36,0,0,0,0,0,0,18839,19919,20042,20204,19662,14218,1690,1203,755,701,600,115,0
